long,lat,id,linea,estacion,numero_de_,destino_bo,lineas_de_,cierra_fin,escalera_p,escalera_m,ascensor,rampa,salvaescal,calle,altura,calle2,barrio,comuna,observacio,Objeto,dom_norma,dom_orig
-58.3744251824366,-34.6031725396929,101,B,FLORIDA,3,a L. N. Alem y J. M. de Rosas,,True,True,False,False,False,False,Corrientes,535,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 535,Corrientes 535
-58.3808519244973,-34.6039392216724,103,B,C. PELLEGRINI,4,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 385",Pellegrini 385
-58.3808886461264,-34.6034442794286,104,B,C. PELLEGRINI,1,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,423,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 423",Pellegrini 423
-58.38086168317,-34.6038417980938,105,B,C. PELLEGRINI,2,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 385",Pellegrini 385
-58.3872990595833,-34.6039539622429,106,B,URUGUAY,1,Salida unicamente,,False,False,True,False,False,False,Corrientes,1463,,San Nicolas,Comuna 1,Salida unicamente,Boca de subte,CORRIENTES AV. 1463,Corrientes 1463
-58.3873083123235,-34.604153476957,107,B,URUGUAY,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1450,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1450,Corrientes 1450
-58.386991389685,-34.6039229467794,108,B,URUGUAY,5,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1437,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1437,Corrientes 1437
-58.3869298258085,-34.6041224814524,109,B,URUGUAY,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1428,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1428,Corrientes 1428
-58.386340589827,-34.603881089018,110,B,URUGUAY,9,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1393,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1393,Corrientes 1393
-58.3867199383647,-34.603746205902,111,B,URUGUAY,7,a L. N. Alem y J. M. de Rosas,,False,False,False,True,False,False,Uruguay,410,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,URUGUAY AV. 410,Uruguay 410
-58.392879484858,-34.6043523143446,112,B,CALLAO - MAESTRO ALFREDO BRAVO,1,Salida unicamente,,False,False,True,False,False,False,Corrientes,1833,,Balvanera,Comuna 3,Salida unicamente,Boca de subte,CORRIENTES AV. 1833,Corrientes 1833
-58.3929000486622,-34.6045348997893,113,B,CALLAO - MAESTRO ALFREDO BRAVO,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1832,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1832,Corrientes 1832
-58.3925234426581,-34.6045299718815,114,B,CALLAO - MAESTRO ALFREDO BRAVO,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1814,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1814,Corrientes 1814
-58.3925142906598,-34.6043573285865,115,B,CALLAO - MAESTRO ALFREDO BRAVO,5,a L. N. Alem y J. M. de Rosas,,False,False,False,True,False,False,Callao,402,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CALLAO AV. 402,Callao 402
-58.3920549808092,-34.6045290714614,116,B,CALLAO - MAESTRO ALFREDO BRAVO,6,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1792,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1792,Corrientes 1792
-58.3921888551208,-34.6041766434504,117,B,CALLAO - MAESTRO ALFREDO BRAVO,7,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Callao,415,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CALLAO AV. 415,Callao 415
-58.3924262892298,-34.60424533579,118,B,CALLAO - MAESTRO ALFREDO BRAVO,3,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1805,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1805,Corrientes 1805
-58.3997098739406,-34.6045438166355,119,B,PASTEUR - AMIA,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,2311,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2311,Corrientes 2311
-58.3996944667464,-34.6047445485586,120,B,PASTEUR - AMIA,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,2306,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2306,Corrientes 2306
-58.3992018557426,-34.6045269269493,121,B,PASTEUR - AMIA,3,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,2279,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2279,Corrientes 2279
-58.3991847594198,-34.6047248206375,122,B,PASTEUR - AMIA,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,2280,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2280,Corrientes 2280
-58.4052087195597,-34.6044994110121,123,B,PUEYRREDON,5,Salida unicamente,H,False,False,True,False,False,False,Corrientes,2795,,Balvanera,Comuna 3,Salida unicamente,Boca de subte,CORRIENTES AV. 2795,Corrientes 2795
-58.4052395679106,-34.6046868334341,124,B,PUEYRREDON,4,a L. N. Alem y J. M. de Rosas,H,False,True,False,False,False,False,Corrientes,2786,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2786,Corrientes 2786
-58.4050332243463,-34.604511981778,125,B,PUEYRREDON,3,a L. N. Alem y J. M. de Rosas,H,False,True,False,False,False,False,Corrientes,2789,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2789,Corrientes 2789
-58.4050624139823,-34.6047014561903,126,B,PUEYRREDON,6,a L. N. Alem y J. M. de Rosas,H,False,True,False,False,False,False,Corrientes,2744,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2744,Corrientes 2744
-58.4120411874192,-34.6039988624057,127,B,CARLOS GARDEL,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,3315,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3315,Corrientes 3315
-58.4120397794496,-34.6041956306935,128,B,CARLOS GARDEL,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,3326,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3326,Corrientes 3326
-58.4114576783662,-34.6039739130467,129,B,CARLOS GARDEL,3,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,3299,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3299,Corrientes 3299
-58.4114616258089,-34.6041661575529,130,B,CARLOS GARDEL,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,3290,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3290,Corrientes 3290
-58.4213250622358,-34.6030402162047,131,B,ALMAGRO - MEDRANO,1,a L. N. Alem,,False,True,False,False,False,False,Corrientes,4019,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4019,Corrientes 4019
-58.4211648277391,-34.6034189715866,132,B,ALMAGRO - MEDRANO,2,a J. M. de Rosas,,False,True,False,False,False,False,Medrano,598,,Almagro,Comuna 5,Andén a J. M. de Rosas,Boca de subte,MEDRANO AV. 598,Medrano 598
-58.4206908534589,-34.6031039757354,133,B,ALMAGRO - MEDRANO,3,a L. N. Alem,,False,True,False,False,False,False,Corrientes,3989,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 3989,Corrientes 3989
-58.4207091968856,-34.6032934306801,134,B,ALMAGRO - MEDRANO,4,Salida unicamente,,False,False,True,False,False,False,Corrientes,3980,,Almagro,Comuna 5,Salida unicamente,Boca de subte,CORRIENTES AV. 3980,Corrientes 3980
-58.4313505466811,-34.6020469895814,135,B,ANGEL GALLARDO,1,Andén a Leandro N. Alem,,False,True,False,False,False,False,Corrientes,4667,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4667,Corrientes 4667
-58.4308490105143,-34.6020880875401,136,B,ANGEL GALLARDO,3,Andén a Leandro N. Alem,,False,True,False,False,False,False,Corrientes,4641,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4641,Corrientes 4641
-58.430872905104,-34.6022780418942,137,B,ANGEL GALLARDO,2,Andén a Juan M. de Rosas,,False,True,False,False,False,False,Corrientes,4648,,Almagro,Comuna 5,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 4648,Corrientes 4648
-58.4313716016163,-34.6022349039954,138,B,ANGEL GALLARDO,4,Salida únicamente,,False,False,True,False,False,False,Corrientes,4668,,Almagro,Comuna 5,Salida únicamente,Boca de subte,CORRIENTES AV. 4668,Corrientes 4668
-58.4398795085657,-34.5987069869328,139,B,MALABIA - OSVALDO PUGLIESE,1,a L. N. Alem,,False,True,False,False,False,False,Corrientes,5321,,Villa Crespo,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 5321,Corrientes 5321
-58.4399890001225,-34.5989183790763,140,B,MALABIA - OSVALDO PUGLIESE,2,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,5310,,Villa Crespo,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 5310,Corrientes 5310
-58.4395282200254,-34.599044990342,141,B,MALABIA - OSVALDO PUGLIESE,3,a L. N. Alem,,False,True,False,False,False,False,Corrientes,5283,,Villa Crespo,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 5283,Corrientes 5283
-58.4397207917261,-34.59917207807,142,B,MALABIA - OSVALDO PUGLIESE,4,Salida únicamente,,False,False,True,False,False,False,Corrientes,5296,,Villa Crespo,Comuna 15,Salida únicamente,Boca de subte,CORRIENTES AV. 5296,Corrientes 5296
-58.447711323689,-34.5914394865517,143,B,DORREGO,1,a L. N. Alem,,False,True,False,False,False,False,Corrientes,6201,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6201,Corrientes 6201
-58.4479136346468,-34.5915925544362,144,B,DORREGO,2,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,6221,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6221,Corrientes 6221
-58.4473122888995,-34.5918208771177,145,B,DORREGO,3,a L. N. Alem,,False,True,False,False,False,False,Corrientes,6183,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6183,Corrientes 6183
-58.4474883532395,-34.5919625292156,146,B,DORREGO,4,Salida únicamente,,False,False,True,False,False,False,Corrientes,6192,,Chacarita,Comuna 15,Salida únicamente,Boca de subte,CORRIENTES AV. 6192,Corrientes 6192
-58.4548095850474,-34.5869996256155,147,B,FEDERICO LACROZE,3,a L. N. Alem,,False,True,False,False,False,False,Federico Lacroze,4200,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,"LACROZE, FEDERICO AV. 4200",Federico Lacroze 4200
-58.4556645554767,-34.5870613856921,148,B,FEDERICO LACROZE,4,Salida únicamente,,False,False,True,False,False,False,Guzmán,4169,,,,Salida únicamente,Boca de subte,,Guzmán 4169
-58.4553213556232,-34.5863710172126,149,B,FEDERICO LACROZE,1,a L. N. Alem,,False,True,False,False,False,False,Federico Lacroze,4171,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,"LACROZE, FEDERICO AV. 4171",Federico Lacroze 4171
-58.455431092426,-34.58653176104,150,B,FEDERICO LACROZE,7,a L. N. Alem,,False,True,False,False,False,False,Corrientes,6895,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6895,Corrientes 6895
-58.4545309214923,-34.5877663727069,151,B,FEDERICO LACROZE,5,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,6800,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6800,Corrientes 6800
-58.4545621980588,-34.5873649513061,152,B,FEDERICO LACROZE,2,a L. N. Alem,,False,True,False,False,False,False,Corrientes,6870,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6870,Corrientes 6870
-58.4547439521731,-34.5876880967014,153,B,FEDERICO LACROZE,10,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,6802,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6802,Corrientes 6802
-58.4551161196469,-34.587591893871,154,B,FEDERICO LACROZE,9,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,6830,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6830,Corrientes 6830
-58.4549796033714,-34.5872304385524,155,B,FEDERICO LACROZE,8,a L. N. Alem,,False,True,False,False,False,False,Corrientes,6880,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6880,Corrientes 6880
-58.4664225312575,-34.5839467041908,156,B,TRONADOR - VILLA ORTÚZAR,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Guevara,1619,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,GUEVARA 1619,Guevara 1619
-58.4665659991834,-34.5841501279395,157,B,TRONADOR - VILLA ORTÚZAR,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Triunvirato,3174,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,TRIUNVIRATO AV. 3174,Triunvirato 3174
-58.4665418164603,-34.5843130635055,158,B,TRONADOR - VILLA ORTÚZAR,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Tronador,690,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,TRONADOR 690,Tronador 690
-58.4740433050146,-34.5813907426656,159,B,DE LOS INCAS - PQUE. CHAS,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Triunvirato,3741,,Villa Ortuzar,Comuna 15,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 3741,Triunvirato 3741
-58.4738938867394,-34.5815502798328,160,B,DE LOS INCAS - PQUE. CHAS,3,Salida unicamente,,False,False,True,False,False,False,Triunvirato,3719,,Villa Ortuzar,Comuna 15,Salida unicamente,Boca de subte,TRIUNVIRATO AV. 3719,Triunvirato 3719
-58.473496260523,-34.5821159305679,161,B,DE LOS INCAS - PQUE. CHAS,4,a L. N. Alem y J. M. de Rosas,,False,True,True,False,False,False,Combatientes de Malvinas,3287,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,COMBATIENTES DE MALVINAS AV. 3287,Combatientes de Malvinas 3287
-58.4809520220887,-34.5776965218431,162,B,ECHEVERRÍA,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Triunvirato,4265,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4265,Triunvirato 4265
-58.4811305511093,-34.5778380209514,163,B,ECHEVERRÍA,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Triunvirato,4272,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4272,Triunvirato 4272
-58.4804613500113,-34.5780220330706,164,B,ECHEVERRÍA,3,Salida unicamente,,False,False,True,False,False,False,Triunvirato,4225,,Villa Urquiza,Comuna 12,Salida unicamente,Boca de subte,TRIUNVIRATO AV. 4225,Triunvirato 4225
-58.480620470907,-34.578179981441,165,B,ECHEVERRÍA,6,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Triunvirato,4236,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4236,Triunvirato 4236
-58.4878260318704,-34.5741279584927,166,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,1,a L. N. Alem,,False,True,True,False,False,False,Roosevelt,5160,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5160,Roosevelt 5160
-58.4875331813736,-34.5739610890554,167,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,3,a L. N. Alem,,False,True,True,False,False,False,Roosevelt,5110,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5110,Roosevelt 5110
-58.4877349772052,-34.5738036323636,168,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,4,a L. N. Alem,,False,True,False,False,False,False,Roosevelt,5110,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5110,Roosevelt 5110
-58.4870778953036,-34.5746229540941,169,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,5,a L. N. Alem,,False,True,False,False,False,False,Monroe,5169,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,MONROE 5169,Monroe 5169
-58.4863846521318,-34.5745152588744,170,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,6,a L. N. Alem,,False,True,True,False,False,False,Triunvirato,4680,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,TRIUNVIRATO AV. 4680,Triunvirato 4680
-58.3738287200189,-34.5913865794963,171,C,RETIRO,1,a Constitución,,False,True,False,False,False,False,Ramos Mejía,1390,,Retiro,Comuna 1,Andén central,Boca de subte,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1390",Ramos Mejía 1390
-58.3749115512536,-34.5907903524054,172,C,RETIRO,4,a Constitución,,False,True,False,False,False,False,Ramos Mejía,1314,,Retiro,Comuna 1,Andén central,Boca de subte,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1314",Ramos Mejía 1314
-58.3738429262569,-34.5903745008313,173,C,RETIRO,3,a Constitución,,False,True,False,False,False,False,Ramos Mejía,1462,,Retiro,Comuna 1,Andén central,Boca de subte,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1462",Ramos Mejía 1462
-58.373592521229,-34.5913341213586,174,C,RETIRO,2,a Constitución,,False,True,False,False,False,False,Gilardi,1300,,Retiro,Comuna 1,Andén central,Boca de subte,"GILARDI, GILARDO 1300",Gilardi 1300
-58.375115896049,-34.5906712082124,175,C,RETIRO,5,a Constitución,,False,False,True,False,False,False,Ramos Mejía,1500,,Retiro,Comuna 1,Andén central,Boca de subte,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1500",Ramos Mejía 1500
-58.3775385648518,-34.5955320216005,176,C,SAN MARTIN,1,a Retiro y Constitución,,False,True,False,False,False,False,Santa Fe,715,,Retiro,Comuna 1,Vestíbulo intermedio,Boca de subte,SANTA FE AV. 715,Santa Fe 715
-58.3774905974029,-34.5954841415085,177,C,SAN MARTIN,1,Salida únicamente,,False,False,True,False,False,False,Santa Fe,721,,Retiro,Comuna 1,Salida únicamente,Boca de subte,SANTA FE AV. 721,Santa Fe 721
-58.3778900463266,-34.5951459110195,178,C,SAN MARTIN,2,a Retiro y Constitución,,False,True,False,False,False,False,Santa Fe,778,,Retiro,Comuna 1,Vestíbulo intermedio,Boca de subte,SANTA FE AV. 778,Santa Fe 778
-58.3780847710273,-34.6016909782718,179,C,LAVALLE,1,a Retiro y Constitución,,True,True,False,False,False,False,Esmeralda,573,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,ESMERALDA 573,Esmeralda 573
-58.3781707434237,-34.6026737842941,180,C,LAVALLE,2,a Retiro y Constitución,,False,True,True,False,False,False,Esmeralda,486,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,ESMERALDA 486,Esmeralda 486
-58.3796965993585,-34.6046049275557,181,C,DIAGONAL NORTE,1,Salida únicamente,B-D,False,False,True,False,False,False,Roque Sáenz Peña,917,,San Nicolas,Comuna 1,Salida únicamente,Boca de subte,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 917",Roque Sáenz Peña 917
-58.3800535675261,-34.6047005339289,182,C,DIAGONAL NORTE,2,a Retiro y Constitución,B-D,False,True,False,False,False,False,Roque Sáenz Peña,926,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 926",Roque Sáenz Peña 926
-58.3790482902087,-34.6049446975673,183,C,DIAGONAL NORTE,3,a Retiro y Constitución,B-D,True,True,False,False,False,False,Roque Sáenz Peña,893,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 893",Roque Sáenz Peña 893
-58.3795301997052,-34.604956522427,184,C,DIAGONAL NORTE,4,a Retiro y Constitución,B-D,False,True,False,False,False,False,Roque Sáenz Peña,900,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 900",Roque Sáenz Peña 900
-58.3805972482267,-34.6087394508317,185,C,AV. DE MAYO,1,Salida únicamente,A,False,False,True,False,False,False,Bernardo de Irigoyen,18,,Monserrat,Comuna 1,Salida únicamente,Boca de subte,"IRIGOYEN, BERNARDO DE 18",Bernardo de Irigoyen 18 I
-58.380572300334,-34.6092667239896,186,C,AV. DE MAYO,2,a Retiro y Constitución,A,False,True,False,False,False,False,Bernardo de Irigoyen,72,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,"IRIGOYEN, BERNARDO DE 72",Bernardo de Irigoyen 72
-58.3803456891333,-34.6088656288094,187,C,AV. DE MAYO,3,a Retiro y Constitución,A,False,True,False,False,False,False,Avenida de Mayo,981,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,DE MAYO AV. 981,Avenida de Mayo 981
-58.3803244465217,-34.6090836576999,188,C,AV. DE MAYO,4,a Retiro y Constitución,A,False,True,False,False,False,False,Avenida de Mayo,984,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,DE MAYO AV. 984,Avenida de Mayo 984
-58.3805809640886,-34.6123529715806,189,C,MORENO,1,a Retiro y Constitución,,False,True,False,False,False,False,Bernardo de Irigoyen,336,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,"IRIGOYEN, BERNARDO DE 336",Bernardo de Irigoyen 336
-58.3805750923513,-34.6125421696277,190,C,MORENO,3,a Retiro y Constitución,,False,True,False,False,False,False,Bernardo de Irigoyen,356,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,"IRIGOYEN, BERNARDO DE 356",Bernardo de Irigoyen 356
-58.3800592172609,-34.6178579359899,191,C,INDEPENDENCIA,1,a Retiro y Constitución,E,False,True,False,False,False,False,Bernardo de Irigoyen,816,,Constitucion,Comuna 1,Vestíbulo intermedio,Boca de subte,"IRIGOYEN, BERNARDO DE 816",Bernardo de Irigoyen 816
-58.379926195424,-34.621814531616,192,C,SAN JUAN,1,a Retiro y Constitución,,False,True,False,False,False,False,Bernardo de Irigoyen,1172,,Constitucion,Comuna 1,Vestíbulo intermedio,Boca de subte,"IRIGOYEN, BERNARDO DE 1172",Bernardo de Irigoyen 1172
