;WKT;NOMBRE;CARACT_SIT;AUTORES;TECNICA;F_E;TAMAÑO_TS;UBICACION;DIRECCION;DOM_ORIG;CALLE;ALTURA;BARRIO;COMUNA
0;POINT (-58.3843530922336 -34.5975348140559);MATER GALECIAE;GALERIA LAS VICTORIAS;LUIS SEOANE;FIGURAS DE HIERRO S/ MOSAICO VENECIANO;1953.0;S/M;ACCESOPOR LIBERTAD;LIBERTAD 948;LIBERTAD 948 / 56;LIBERTAD;942;Retiro;Comuna 1
1;POINT (-58.3741921638092 -34.6116201690093);SIN TITULO;CASA NAC.DE LA MUSICA,EX BIBL.NAC.;ARQ. CARLOS MORRA;VITRAUX  CLARABOYA;1901.0;S/M;EX SALA DE LECTURA;MORENO 560;MORENO 560 / 84;MORENO;550;Monserrat;Comuna 1
2;POINT (-58.3851629076421 -34.6123693095443);INDUSTRIA;UNION PERSONAL CIVIL DE LA NACION;AUTOR DESCONOCIDO;PINTURA MURAL;1910.0;5 X 5;CIELORRASO S/ HALLCENTRAL;MORENO 1330;MORENO 1330 / 32;MORENO;1332;Monserrat;Comuna 1
3;POINT (-58.3851629076421 -34.6123693095443);FIGURA FEMENINA;UNION PERSONAL CIVIL DE LA NACION;AUTOR DESCONOCIDO;PINTURA MURAL;1910.0;2 X 4;TECHO ACCESO;MORENO 1330;MORENO 1330 / 32;MORENO;1332;Monserrat;Comuna 1
4;POINT (-58.3851629076421 -34.6123693095443);EL DIA;UNION PERSONAL CIVIL DE LA NACION;AUTOR DESCONOCIDO;VITRAUX;1910.0;2.90 X 3.50;HALL1s PISO;MORENO 1330;MORENO 1330 / 32;MORENO;1332;Monserrat;Comuna 1
5;POINT (-58.3851629076421 -34.6123693095443);LA NOCHE;UNION PERSONAL CIVIL DE LA NACION;AUTOR DESCONOCIDO;VITRAUX;1910.0;2.90 X 3.50;HALL1s PISO;MORENO 1330;MORENO 1330 / 32;MORENO;1332;Monserrat;Comuna 1
6;POINT (-58.3800547026695 -34.6119811748678);GRABANDO;OFICINAS;RODOLFO JULIO BARDI;RELIEVE;1968.0;S/M;"ESTUDIO DE GRABACION TNT""""";MORENO 970;MORENO 970;MORENO;970;Monserrat;Comuna 1
7;POINT (-58.3716153063414 -34.6114614174096);TRAFICO;OFICINAS;GUSTAVO VAN TREECK, MUNICH;VITRAUX;1920.0;S/M;ESCALERA;MORENO 376;MORENO 376;MORENO;376;Monserrat;Comuna 1
8;POINT (-58.3716153063414 -34.6114614174096);COMERCIO;OFICINAS;GUSTAVO VAN TREECK, MUNICH;VITRAUX;1920.0;S/M;ESCALERA;MORENO 376;MORENO 376;MORENO;376;Monserrat;Comuna 1
9;POINT (-58.3716153063414 -34.6114614174096);GANADERIA;OFICINAS;GUSTAVO VAN TREECK, MUNICH;VITRAUX;1920.0;S/M;ESCALERA;MORENO 376;MORENO 376;MORENO;376;Monserrat;Comuna 1
10;POINT (-58.3716153063414 -34.6114614174096);AGRICULTURA;OFICINAS;GUSTAVO VAN TREECK, MUNICH;VITRAUX;1920.0;S/M;ESCALERA;MORENO 376;MORENO 376;MORENO;376;Monserrat;Comuna 1
11;POINT (-58.3716153063414 -34.6114614174096);INDUSTRIA;OFICINAS;GUSTAVO VAN TREECK, MUNICH;VITRAUX;1920.0;S/M;ESCALERA;MORENO 376;MORENO 376;MORENO;376;Monserrat;Comuna 1
12;POINT (-58.4549124818252 -34.5604171054783);FIGURAS;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;;0.0;S/M;HALL;CUBA 2141;CUBA 2141;CUBA;2131;Belgrano;Comuna 13
13;POINT (-58.3787842678166 -34.5924820468288);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;BERNARDO BOUTS;FRESCO;1944.0;4.50 X 2;HALL;ARROYO 810;ARROYO 810;ARROYO;810;Retiro;Comuna 1
14;POINT (-58.3800547026695 -34.6119811748678);GRABANDO;ESTUDIOS DE GRABACION TNT;RODOLFO JULIO BARDI;RELIEVE EN CEMENTO PATINADO;1968.0;S/M;;MORENO 970;MORENO 970;MORENO;970;Monserrat;Comuna 1
15;POINT (-58.3762646421794 -34.6020971645339);ORNAMENTACION;EX CINE LUXOR;MAXIMO MALDONADO / MIGUEL OCAMPO;FRESCO;1944.0;2.50 X 6;;LAVALLE 669;LAVALLE 669;LAVALLE;663;San Nicolas;Comuna 1
16;POINT (-58.3764072150406 -34.6113965360295);LAS PALOMAS;INST.UNIV J.PERON, ESC.NAC.MUSEOLOGIA/OTROS;MATILDE GRANT;PINTURA MURAL;1980.0;S/M;FACHADA;MORENO 711;MORENO 711;ROCA, JULIO A., PRESIDENTE AV.;699;Monserrat;Comuna 1
17;POINT (-58.3738743618862 -34.5996968552746);SANTA CATALINA DE SIENA;SANTA CATALINA DE SIENA;EDUARDO PLA;GIGANTOGRAFIA;1999.0;S/M;FACHADA;SAN MARTIN 705;SAN MARTIN 705;VIAMONTE;494;San Nicolas;Comuna 1
18;POINT (-58.3984474714395 -34.605852823047);;SOC. HEBRAICA ARGENTINA;LUIS SEOANE;VITRAL;1945.0;4 X 2;;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
19;POINT (-58.3984474714395 -34.605852823047);EL PUEBLO HEBREO;SOC. HEBRAICA ARGENTINA;JUAN BATLLE PLANAS;MOSAICO VENECIANO;1945.0;4 X 2;HALL;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
20;POINT (-58.3984474714395 -34.605852823047);EXODO;SOC. HEBRAICA ARGENTINA;JUAN BATLLE PLANAS;MOSAICO VENECIANO;1945.0;6 X 2;HALL;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
21;POINT (-58.3984474714395 -34.605852823047);LA OFRENDA DE LA NUEVA TIERRA;SOC. HEBRAICA ARGENTINA;JUAN CARLOS CASTAGNINO;FRESCO;1943.0;3.50 X 3.50;BAR;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
22;POINT (-58.3984474714395 -34.605852823047);LA CULTURA DIGNIFICA A LOS HOMBRES Y HERMANA A LOS PUEBLOS;SOC. HEBRAICA ARGENTINA;DEMETRIO URRUCHUA;FRESCO;1943.0;4 X 5;OFICINA;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
23;POINT (-58.3984474714395 -34.605852823047);LAS ARTES;SOC. HEBRAICA ARGENTINA;ANTONIO BERNI;FRESCO;1943.0;3 X 2;ESCALERA;SARMIENTO 2233;SARMIENTO 2233;SARMIENTO;2227;Balvanera;Comuna 3
24;POINT (-58.426028241004 -34.6117523963827);RESISTENCIA Y LUCHA;CENTRO CULTURAL IMPA;BALTAZAR LEIRO;PINTURA MURALCON TEXTURAS DE METAL;2002.0;S/M;FACHADA;RAWSON 106;RAWSON 106;RAWSON;96;Almagro;Comuna 5
25;POINT (-58.3836968936888 -34.6009493085898);SIN TITULO;TEATRO COLON;CASA FELIX GAUDIN, PARIS;VITRAUX SOMBRILLA CENTRAL;1907.0;14 X 3.14;VESTIBULO PRINCIPAL;LIBERTAD 641;LIBERTAD 641;TOSCANINI ARTURO;1173;San Nicolas;Comuna 1
26;POINT (-58.3836968936888 -34.6009493085898);ALEGORIA A LA MUSICA, AL CANTO Y AL BAILE;TEATRO COLON;RAUL SOLDI;OLEO S/ LIENZO APLICADO;1966.0;320;CUPULA;LIBERTAD 641;LIBERTAD 641;TOSCANINI ARTURO;1173;San Nicolas;Comuna 1
27;POINT (-58.3886484868786 -34.6052255636653);DESPLAZAMIENTOS;CENTRO CULTURAL SAN MARTIN;JULIO LE PARC;MURAL MADERA, CHAPA Y ACERO INOXIDABLE;1967.0;S/M;CENTRO CULTURAL;SARMIENTO 1551;SARMIENTO 1551;SARMIENTO;1527;San Nicolas;Comuna 1
28;POINT (-58.3806379583038 -34.6050982038628);TITULO DESCONOCIDO;EDIFICIO DEL PLATA;BURNICHON / MELE / OBARRIO;MURAL CERAMICO;0.0;S/M;FACHADA;SARMIENTO 980;SARMIENTO 980;SARMIENTO;980;San Nicolas;Comuna 1
29;POINT (-58.383513246998 -34.5917233569293);NARCISO EN EL ESPEJO;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;ENGLOMIZER (PINTURA SOBRE ESPEJO);1932.0;6.60 X 7.80;DORMITORIO;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
30;POINT (-58.383513246998 -34.5917233569293);DIANA, LA CAZADORA;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1932.0;6.60 X 7.80;SALON DORADO;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
31;POINT (-58.383513246998 -34.5917233569293);EL ASEO DE DON QUIJOTE;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1932.0;5.60 X 10.20;GRAN COMEDOR;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
32;POINT (-58.383513246998 -34.5917233569293);LA TELA DE ARAÑA;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1932.0;5 X 7.20;PEQUEÑO COMEDOR;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
33;POINT (-58.383513246998 -34.5917233569293);EL AGUJERO CELESTE;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1932.0;6.60 X 8.30;SALA DE MUSICA;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
34;POINT (-58.383513246998 -34.5917233569293);LOS EQUILIBRISTAS;EMBAJADA DE BRASIL;JOSE LUIS SERT Y BADIA;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1932.0;6 X 12;CIELORRASO GRAN HALL;ARROYO 1130;ARROYO 1130;ARROYO;1130;Retiro;Comuna 1
35;POINT (-58.3737353854379 -34.6080419000903);LA FUNDACION DE BUENOS AIRES;PALACIO DE GOBIERNO DE LA CIUDAD;JOSE MARIA CARBONERO;OLEO S/ TELA;1910.0;2.40 X 4;SALON BLANCO;BOLIVAR 1;BOLIVAR 1;RIVADAVIA AV.;524;Monserrat;Comuna 1
36;POINT (-58.4558159186076 -34.5875007841595);LA RESURRECCION DE CRISTO;CEMENTERIO DE LA CHACARITA, CAPILLA;EMILIO CENTURION;OLEO SOBRE TELA;1940.0;S/M;CAPILLA DE RESPONSOS, SECTOR A;GUZMAN AV. 730;GUZMAN 730;;;Chacarita;Comuna 15
37;POINT (-58.3859784748736 -34.6065915235755);INSTRUCCION;UNIONE E BENEVOLENZA;LUIS TRINCHERO;RELIEVES;1913.0;S/M;FACHADA;PERON, JUAN DOMINGO, TTE. GENERAL 1372;PERON 1372;PERON, JUAN DOMINGO, TTE. GENERAL;1374;San Nicolas;Comuna 1
38;POINT (-58.3859784748736 -34.6065915235755);TRABAJO;UNIONE E BENEVOLENZA;LUIS TRINCHERO;RELIEVES;1913.0;S/M;FACHADA;PERON, JUAN DOMINGO, TTE. GENERAL 1372;PERON 1372;PERON, JUAN DOMINGO, TTE. GENERAL;1374;San Nicolas;Comuna 1
39;POINT (-58.3859784748736 -34.6065915235755);SOCORROS MUTUOS;UNIONE E BENEVOLENZA;LUIS TRINCHERO;RELIEVES;1913.0;S/M;FACHADA;PERON, JUAN DOMINGO, TTE. GENERAL 1372;PERON 1372;PERON, JUAN DOMINGO, TTE. GENERAL;1374;San Nicolas;Comuna 1
40;POINT (-58.4558159186076 -34.5875007841595);LA RESURRECCION DE LAZARO;CEMENTERIO DE LA CHACARITA, CAPILLA;MIGUEL PETRONE GAUDINO;OLEO SOBRE TELA;1940.0;S/M;CAPILLA DE RESPONSOS, SECTOR A;GUZMAN AV. 730;GUZMAN 730;;;Chacarita;Comuna 15
41;POINT (-58.3859784748736 -34.6065915235755);FIEBRE AMARILLA;UNIONE E BENEVOLENZA;LUIS TRINCHERO;RELIEVES;1913.0;S/M;FACHADA;PERON, JUAN DOMINGO, TTE. GENERAL 1372;PERON 1372;PERON, JUAN DOMINGO, TTE. GENERAL;1374;San Nicolas;Comuna 1
42;POINT (-58.4504783603596 -34.56240772051);LAGO KINERET;VIIVENDA MULTIFAMILIAR;HORACIO VOPDOVOTZ;MURAL CERAMICO;1966.0;S/M;FACHADA;O'HIGGINS 1815;O`HIGGINS 1815;LA PAMPA;1993;Belgrano;Comuna 13
43;POINT (-58.3758189408287 -34.5965034956207);PERSONAJES;GALERIA EMBASSY;JUAN ANTONIO VAZQUEZ;ALTORELIEVE CON FIGURAS DE BRONCE;1965.0;4 X 2.50;ACCESOPOR M.T. DE ALVEAR;ALVEAR, MARCELO T. DE 626;MARCELO TORCUATO DE ALVEAR 626;ALVEAR, MARCELO T. De;636;Retiro;Comuna 1
44;POINT (-58.3758189408287 -34.5965034956207);PERSONAJES;GALERIA EMBASSY;JUAN ANTONIO VAZQUEZ;ALTORELIEVE CON FIGURAS DE BRONCE;1965.0;4 X 2.50;ACCESOPOR M.T. DE ALVEAR;ALVEAR, MARCELO T. DE 626;MARCELO TORCUATO DE ALVEAR 626;ALVEAR, MARCELO T. De;636;Retiro;Comuna 1
45;POINT (-58.3924764989853 -34.5831089038315);;FACULTAD DE DERECHO Y CIENCIAS SOCIALES;BENITO QUINQUELA MARTIN;ESMALTE SOBRE HIERRO;0.0;S/M;PILETA DE NATACION;FIGUEROA ALCORTA, PRES. AV. 2263;AV. FGUEROA ALCORTA 2263;FIGUEROA ALCORTA, PRES. AV.;2263;Recoleta;Comuna 2
46;POINT (-58.3941720635806 -34.5974348113392);CONSTRUCCION DE DESAGÜES;PODER JUDICIAL;BENITO QUINQUELA MARTIN;OLEO SOBRE HARDBOARD;1937.0;S/M;ESCALERAPRINCIPAL;ALVEAR, MARCELO T. DE 1864;MARCELO TORCUATO DE ALVEAR 1864;ALVEAR, MARCELO T. De;1851;Recoleta;Comuna 2
47;POINT (-58.4253355931423 -34.6580469222867);HOMENAJE A LOS TRABAJADORES DE LA EDUCACION;;CONTRALUZ MURAL (EX TALLER MURALISTA UTE);PINTURA MURAL;1998.0;S/M;FACHADA;RABANAL, FRANCISCO, INTENDENTE AV. y LUPPI, ABRAHAM J.;AV. CORONEL ROCA  Y A. J. LUPPI;RABANAL, FRANCISCO, INTENDENTE AV.;1957;Nueva Pompeya;Comuna 4
48;POINT (-58.4103470627356 -34.6040295111984);CARLOS GARDEL: ETERNO EN EL ALMA Y EN EL TIEMPO;LINEA B;LEON UNTROIB;FILETE;2000.0;S/M;VESTIBULO;CORRIENTES AV. y ANCHORENA, TOMAS MANUEL DE, DR.;ESTACION CARLOS GARDEL;CORRIENTES AV.;3200;Balvanera;Comuna 3
49;POINT (-58.4103470627356 -34.6040295111984);MI BUENOS AIRES QUERIDO;LINEA B;CARLOS PAEZ VILARO;MURAL CERAMICO;1998.0;S/M;VESTIBULO;CORRIENTES AV. y ANCHORENA, TOMAS MANUEL DE, DR.;ESTACION CARLOS GARDEL;CORRIENTES AV.;3200;Balvanera;Comuna 3
50;POINT (-58.4103470627356 -34.6040295111984);HOMENAJE A BUENOS AIRES;LINEA B;CARLOS PAEZ VILARO;MURAL CERAMICO;1998.0;S/M;VESTIBULO;CORRIENTES AV. y ANCHORENA, TOMAS MANUEL DE, DR.;ESTACION CARLOS GARDEL;CORRIENTES AV.;3200;Balvanera;Comuna 3
51;POINT (-58.4103470627356 -34.6040295111984);ABASTO;LINEA B;ANDRES COMPAGNUCCI;MURAL CERAMICO;2000.0;S/M;ANDEN NORTE;CORRIENTES AV. y ANCHORENA, TOMAS MANUEL DE, DR.;ESTACION CARLOS GARDEL;CORRIENTES AV.;3200;Balvanera;Comuna 3
52;POINT (-58.4103470627356 -34.6040295111984);GARDEL POR TRES;LINEA B;ANDRES COMPAGNUCCI;MURAL CERAMICO;2000.0;S/M;ANDEN SUR;CORRIENTES AV. y ANCHORENA, TOMAS MANUEL DE, DR.;ESTACION CARLOS GARDEL;CORRIENTES AV.;3200;Balvanera;Comuna 3
53;POINT (-58.4198492395214 -34.6557072594976);ALEGORIA AL PLUMERILLO;"ESC.TEC. 33, DE 19, FUND. M. DEL PLUMERILLO""""";LUIS ELVERA;OLEO SOBRE SOPORTE RIGIDO;1950.0;S/M;HALLCENTRAL;RABANAL, FRANCISCO, INTENDENTE AV. y MOM;AV. CNEL. ROCA 1549;RABANAL, FRANCISCO, INTENDENTE AV.;1485;Nueva Pompeya;Comuna 4
54;POINT (-58.4198492395214 -34.6557072594976);ALEGORIA A LA BANDERA;"ESC.TEC. 33, DE 19, FUND. M. DEL PLUMERILLO""""";LUIS ELVERA;OLEO SOBRE SOPORTE RIGIDO;1950.0;S/M;HALLCENTRAL;RABANAL, FRANCISCO, INTENDENTE AV. y MOM;AV. CNEL. ROCA 1549;RABANAL, FRANCISCO, INTENDENTE AV.;1485;Nueva Pompeya;Comuna 4
55;POINT (-58.4386216541914 -34.5442372882476);LA CIENCIA Y EL MITO;PABELLON 1 FAC. DE CIENCIAS EXACTAS;JUAN MANUEL SANCHEZ;PINTURA MURAL;1965.0;S/M;HALLPRIMER PISO;GUIRALDES, INT. 2800;CIUDAD UNIVERSITARIA;;;Belgrano;Comuna 13
56;POINT (-58.4386216541914 -34.5442372882476);LA ESPERA;PABELLON 1 FAC. DE CIENCIAS EXACTAS;MARIO MOLLARI;PINTURA MURAL;1965.0;S/M;PLANTA BAJA;GUIRALDES, INT. 2800;CIUDAD UNIVERSITARIA;;;Belgrano;Comuna 13
57;POINT (-58.3875556835503 -34.5884963453913);PERSONAJES;GALERIA ALVEAR;RAUL ALEJANDRO MONSEGUR;PINTURA AL OLEO S/ AGLOMERADO;1957.0;S/M;ACCESO;ALVEAR 1761;AV. ALVEAR 1761/77;ALVEAR;1759;Recoleta;Comuna 2
58;POINT (-58.4511284817341 -34.5817180808809);AMERICA, LIBERACION Y GRANDEZA;VIVIENDA MULTIFAMILIAR;CARLOS PFEIFFER, LILIANA FERRARI;ESGRAFIADO;1997.0;10 X 22;FONDO - MEDIANERA;CORDOBA 6551;AV. CORDOBA 6551;CORDOBA;6561;Chacarita;Comuna 15
59;POINT (-58.3819442158313 -34.6090882462242);GENTE DE BUENOS AIRES;PASAJE LIMA NORTE, LINEA A;HORACIO ALTUNA;MURAL CERAMICO;2002.0;S/M;PASAJE;LIMA y DE MAYO AV.;ESTACION LIMA;DE MAYO AV.;1051;Monserrat;Comuna 1
60;POINT (-58.3819442158313 -34.6090882462242);MUSICOS DE BUENOS AIRES: A JULIO DE CARO;PASAJE LIMA SUR, LINEA A;HERMENEGILDO SABAT;MURAL CERAMICO;2000.0;1.80 X 5;PASAJE;LIMA y DE MAYO AV.;ESTACION LIMA;DE MAYO AV.;1051;Monserrat;Comuna 1
61;POINT (-58.3819442158313 -34.6090882462242);MUSICOS DE BUENOS AIRES: A ASTOR PIAZZOLLA;PASAJE LIMA SUR, LINEA A;HERMENEGILDO SABAT;MURAL CERAMICO;2000.0;1.80 X 5;PASAJE;LIMA y DE MAYO AV.;ESTACION LIMA;DE MAYO AV.;1051;Monserrat;Comuna 1
62;POINT (-58.3819442158313 -34.6090882462242);MUSICOS DE BUENOS AIRES: A TROILO, MANZI, DISCEPOLO Y GARDEL;PASAJE LIMA SUR, LINEA A;HERMENEGILDO SABAT;MURAL CERAMICO;2000.0;1.80 X 5;PASAJE;LIMA y DE MAYO AV.;ESTACION LIMA;DE MAYO AV.;1051;Monserrat;Comuna 1
63;POINT (-58.4551766343333 -34.5873648404835);TITULO DESCONOCIDO;LINEA B;EMMA GARGIULO;MURAL CERAMICO;2000.0;S/M;ANDEN SUR;LACROZE, FEDERICO AV. y CORRIENTES AV.;ESTACION  FEDERICO LACROZE;CORRIENTES AV.;6891;Chacarita;Comuna 15
64;POINT (-58.4551766343333 -34.5873648404835);EL DESATINO;LINEA B;GUSTAVO GRÜNIG;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;LACROZE, FEDERICO AV. y CORRIENTES AV.;ESTACION  FEDERICO LACROZE;CORRIENTES AV.;6891;Chacarita;Comuna 15
65;POINT (-58.4310710553305 -34.602163970664);FLORES DE MI PAIS;LINEA B;MARGARITA PAKSA;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y PANAMA;ESTACION ANGEL GALLARDO;CORRIENTES AV.;4653;Almagro;Comuna 5
66;POINT (-58.4310710553305 -34.602163970664);TITULO DESCONOCIDO;LINEA B;MARCIA SCHVARTZ;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y PANAMA;ESTACION ANGEL GALLARDO;CORRIENTES AV.;4653;Almagro;Comuna 5
67;POINT (-58.3922896566549 -34.6044352739253);TITULO DESCONOCIDO;LINEA B;DANIEL KAPLAN;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y CALLAO AV.;ESTACION CALLAO;CALLAO AV.;402;San Nicolas;Comuna 3
68;POINT (-58.3922896566549 -34.6044352739253);TITULO DESCONOCIDO;LINEA B;HECTOR MEANA;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y CALLAO AV.;ESTACION CALLAO;CALLAO AV.;402;San Nicolas;Comuna 3
69;POINT (-58.4475996605972 -34.5917024011505);TITULO DESCONOCIDO;LINEA B;ROBERTO SCAFIDI;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y DORREGO AV.;ESTACION DORREGO;CORRIENTES AV.;6195;Chacarita;Comuna 15
70;POINT (-58.4475996605972 -34.5917024011505);CANTO DE AMOR PARA AMERICA LATINA;LINEA B;J. CACERES;MURAL CERAMICO;1991.0;S/M;ANDEN SUR;CORRIENTES AV. y DORREGO AV.;ESTACION DORREGO;CORRIENTES AV.;6195;Chacarita;Comuna 15
71;POINT (-58.4475996605972 -34.5917024011505);A 3 NIÑAS ARGENTINAS INMOLADAS, GIMENA HERNANDEZ, NAHIR MOSTAFA Y MARIA SOLEDAD MORALES;LINEA B;MILDRED BURTON / PASSOLINI, SUNDBLAD;MURAL CERAMICO;1991.0;S/M;ANDEN NORTE;CORRIENTES AV. y DORREGO AV.;ESTACION DORREGO;CORRIENTES AV.;6195;Chacarita;Comuna 15
